Subregion,Region,Lat,Long,Day,Count,What
Oklahoma,US,36.1593,-95.941,2020-03-09,1,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-10,2,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-11,2,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-12,2,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-13,2,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-14,4,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-15,7,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-16,10,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-17,19,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-18,19,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-19,44,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-20,49,Confirmed Cases
Oklahoma,US,35.5653,-96.9289,2020-03-21,53,Confirmed Cases
Oregon,US,45.547,-123.1386,2020-02-29,1,Confirmed Cases
Oregon,US,45.547,-123.1386,2020-03-01,1,Confirmed Cases
Oregon,US,45.661,-120.9496,2020-03-02,3,Confirmed Cases
Oregon,US,45.661,-120.9496,2020-03-03,3,Confirmed Cases
Oregon,US,45.661,-120.9496,2020-03-04,3,Confirmed Cases
Oregon,US,45.661,-120.9496,2020-03-05,3,Confirmed Cases
Oregon,US,45.661,-120.9496,2020-03-06,3,Confirmed Cases
Oregon,US,44.08795,-121.569525,2020-03-07,6,Confirmed Cases
Oregon,US,44.05375,-122.02,2020-03-08,14,Confirmed Cases
Oregon,US,44.05375,-122.02,2020-03-09,14,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-10,15,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-11,19,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-12,24,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-13,30,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-14,32,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-15,36,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-16,39,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-17,66,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-18,68,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-19,88,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-20,114,Confirmed Cases
Oregon,US,44.572,-122.0709,2020-03-21,114,Confirmed Cases
Pennsylvania,US,40.79085,-75.3179,2020-03-06,2,Confirmed Cases
Pennsylvania,US,40.79085,-75.3179,2020-03-07,2,Confirmed Cases
Pennsylvania,US,40.6035666666667,-75.3412333333333,2020-03-08,6,Confirmed Cases
Pennsylvania,US,40.6035666666667,-75.3412333333333,2020-03-09,7,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-10,12,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-11,16,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-12,22,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-13,41,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-14,47,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-15,66,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-16,77,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-17,112,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-18,152,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-19,206,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-20,303,Confirmed Cases
Pennsylvania,US,40.5908,-77.2098,2020-03-21,396,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-01,1,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-02,2,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-03,2,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-04,2,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-05,2,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-06,2,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-07,3,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-08,3,Confirmed Cases
Rhode Island,US,41.8882,-71.4774,2020-03-09,3,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-10,3,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-11,5,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-12,5,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-13,14,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-14,20,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-15,20,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-16,21,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-17,23,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-18,33,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-19,44,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-20,54,Confirmed Cases
Rhode Island,US,41.6809,-71.5118,2020-03-21,66,Confirmed Cases
South Carolina,US,33.58145,-80.18655,2020-03-07,2,Confirmed Cases
South Carolina,US,33.58145,-80.18655,2020-03-08,2,Confirmed Cases
South Carolina,US,34.0078333333333,-80.7755333333333,2020-03-09,3,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-10,7,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-11,10,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-12,12,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-13,13,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-14,19,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-15,28,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-16,33,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-17,47,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-18,47,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-19,81,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-20,126,Confirmed Cases
South Carolina,US,33.8569,-80.945,2020-03-21,171,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-11,8,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-12,8,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-13,8,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-14,9,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-15,9,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-16,10,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-17,11,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-18,11,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-19,11,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-20,14,Confirmed Cases
South Dakota,US,44.2998,-99.4388,2020-03-21,14,Confirmed Cases
Tennessee,US,35.9179,-86.8622,2020-03-05,1,Confirmed Cases
Tennessee,US,35.9179,-86.8622,2020-03-06,1,Confirmed Cases
Tennessee,US,35.9179,-86.8622,2020-03-07,1,Confirmed Cases
Tennessee,US,35.7263666666667,-87.8698333333334,2020-03-08,3,Confirmed Cases
Tennessee,US,35.7263666666667,-87.8698333333334,2020-03-09,3,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-10,7,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-11,9,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-12,18,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-13,26,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-14,32,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-15,39,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-16,52,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-17,74,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-18,79,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-19,154,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-20,233,Confirmed Cases
Tennessee,US,35.7478,-86.6923,2020-03-21,371,Confirmed Cases
Texas,US,29.67225,-95.5623,2020-03-05,3,Confirmed Cases
Texas,US,29.67225,-95.5623,2020-03-06,4,Confirmed Cases
Texas,US,29.67225,-95.5623,2020-03-07,8,Confirmed Cases
Texas,US,29.67225,-95.5623,2020-03-08,11,Confirmed Cases
Texas,US,30.8413333333333,-95.8725333333333,2020-03-09,13,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-10,13,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-11,21,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-12,27,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-13,43,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-14,57,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-15,72,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-16,85,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-17,110,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-18,173,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-19,260,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-20,394,Confirmed Cases
Texas,US,31.0545,-97.5635,2020-03-21,581,Confirmed Cases
Utah,US,40.9629,-112.0953,2020-03-07,1,Confirmed Cases
Utah,US,40.9629,-112.0953,2020-03-08,1,Confirmed Cases
Utah,US,40.9629,-112.0953,2020-03-09,1,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-10,2,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-11,3,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-12,5,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-13,9,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-14,10,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-15,28,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-16,39,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-17,51,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-18,51,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-19,80,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-20,78,Confirmed Cases
Utah,US,40.15,-111.8624,2020-03-21,136,Confirmed Cases
Vermont,US,43.0279,-73.135,2020-03-08,1,Confirmed Cases
Vermont,US,43.0279,-73.135,2020-03-09,1,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-10,1,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-11,1,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-12,2,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-13,2,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-14,5,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-15,8,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-16,12,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-17,12,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-18,18,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-19,22,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-20,29,Confirmed Cases
Vermont,US,44.0459,-72.7107,2020-03-21,29,Confirmed Cases
Virginia,US,38.9085,-77.2405,2020-03-08,2,Confirmed Cases
Virginia,US,38.9085,-77.2405,2020-03-09,2,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-10,7,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-11,9,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-12,17,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-13,30,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-14,41,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-15,45,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-16,49,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-17,67,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-18,77,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-19,99,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-20,122,Confirmed Cases
Virginia,US,37.7693,-78.17,2020-03-21,156,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-22,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-23,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-24,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-25,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-26,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-27,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-28,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-29,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-30,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-01-31,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-01,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-02,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-03,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-04,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-05,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-06,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-07,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-08,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-09,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-10,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-11,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-12,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-13,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-14,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-15,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-16,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-17,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-18,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-19,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-20,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-21,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-22,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-23,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-24,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-25,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-26,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-27,1,Confirmed Cases
Washington,US,47.6062,-122.3321,2020-02-28,1,Confirmed Cases
Washington,US,47.8196,-122.083,2020-02-29,7,Confirmed Cases
Washington,US,47.8196,-122.083,2020-03-01,11,Confirmed Cases
Washington,US,47.8196,-122.083,2020-03-02,18,Confirmed Cases
Washington,US,47.8196,-122.083,2020-03-03,27,Confirmed Cases
Washington,US,47.8196,-122.083,2020-03-04,39,Confirmed Cases
Washington,US,47.6124333333333,-121.179733333333,2020-03-05,70,Confirmed Cases
Washington,US,47.6124333333333,-121.179733333333,2020-03-06,78,Confirmed Cases
Washington,US,47.2323333333333,-121.91535,2020-03-07,102,Confirmed Cases
Washington,US,47.2241428571429,-121.774857142857,2020-03-08,122,Confirmed Cases
Washington,US,47.2241428571429,-121.774857142857,2020-03-09,122,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-10,267,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-11,366,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-12,442,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-13,568,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-14,572,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-15,643,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-16,904,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-17,1076,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-18,1014,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-19,1376,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-20,1524,Confirmed Cases
Washington,US,47.4009,-121.4905,2020-03-21,1793,Confirmed Cases
West Virginia,US,38.4912,-80.9545,2020-03-17,1,Confirmed Cases
West Virginia,US,38.4912,-80.9545,2020-03-18,1,Confirmed Cases
West Virginia,US,38.4912,-80.9545,2020-03-19,2,Confirmed Cases
West Virginia,US,38.4912,-80.9545,2020-03-20,7,Confirmed Cases
West Virginia,US,38.4912,-80.9545,2020-03-21,8,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-10,3,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-11,6,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-12,8,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-13,19,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-14,27,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-15,32,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-16,47,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-17,72,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-18,92,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-19,159,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-20,207,Confirmed Cases
Wisconsin,US,44.2685,-89.6165,2020-03-21,282,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-12,1,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-13,1,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-14,2,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-15,3,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-16,3,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-17,11,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-18,15,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-19,18,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-20,19,Confirmed Cases
Wyoming,US,42.756,-107.3025,2020-03-21,23,Confirmed Cases
All,China,30.9942791666667,113.461025,2020-01-22,548,Confirmed Cases
All,China,32.39351,112.879563333333,2020-01-23,643,Confirmed Cases
All,China,32.7709290322581,112.913925806452,2020-01-24,920,Confirmed Cases
All,China,32.863875,112.385228125,2020-01-25,1406,Confirmed Cases
All,China,32.863875,112.385228125,2020-01-26,2075,Confirmed Cases
All,China,32.863875,112.385228125,2020-01-27,2877,Confirmed Cases
All,China,32.863875,112.385228125,2020-01-28,5509,Confirmed Cases
All,China,32.863875,112.385228125,2020-01-29,6087,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-01-30,8141,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-01-31,9802,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-01,11891,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-02,16630,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-03,19716,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-04,23707,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-05,27440,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-06,30587,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-07,34110,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-08,36814,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-09,39829,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-10,42354,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-11,44386,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-12,44759,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-13,59895,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-14,66358,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-15,68413,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-16,70513,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-17,72434,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-18,74211,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-19,74619,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-20,75077,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-21,75550,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-22,77001,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-23,77022,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-24,77241,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-25,77754,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-26,78166,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-27,78600,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-28,78928,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-02-29,79356,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-01,79932,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-02,80136,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-03,80261,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-04,80386,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-05,80537,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-06,80690,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-07,80770,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-08,80823,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-09,80860,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-10,80887,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-11,80921,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-12,80932,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-13,80945,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-14,80977,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-15,81003,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-16,81033,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-17,81058,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-18,81102,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-19,81156,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-20,81250,Confirmed Cases
All,China,32.8283848484849,111.649081818182,2020-03-21,81305,Confirmed Cases
All,Australia,-35.8412,148.0862,2020-01-26,4,Confirmed Cases
All,Australia,-35.8412,148.0862,2020-01-27,5,Confirmed Cases
All,Australia,-35.8412,148.0862,2020-01-28,5,Confirmed Cases
All,Australia,-33.2330333333333,149.857466666667,2020-01-29,6,Confirmed Cases
All,Australia,-33.2330333333333,149.857466666667,2020-01-30,9,Confirmed Cases
All,Australia,-33.2330333333333,149.857466666667,2020-01-31,9,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-01,12,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-02,12,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-03,12,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-04,13,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-05,13,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-06,14,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-07,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-08,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-09,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-10,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-11,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-12,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-13,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-14,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-15,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-16,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-17,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-18,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-19,15,Confirmed Cases
All,Australia,-33.6569,147.043275,2020-02-20,15,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-21,19,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-22,22,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-23,22,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-24,22,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-25,22,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-26,22,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-27,23,Confirmed Cases
All,Australia,-19.83678,145.56222,2020-02-28,23,Confirmed Cases
All,Australia,-33.31562,140.80672,2020-02-29,25,Confirmed Cases
All,Australia,-33.31562,140.80672,2020-03-01,27,Confirmed Cases
All,Australia,-34.6721,141.667383333333,2020-03-02,30,Confirmed Cases
All,Australia,-34.6721,141.667383333333,2020-03-03,39,Confirmed Cases
All,Australia,-31.4994285714286,140.121414285714,2020-03-04,52,Confirmed Cases
All,Australia,-31.4994285714286,140.121414285714,2020-03-05,55,Confirmed Cases
All,Australia,-34.6721,141.667383333333,2020-03-06,60,Confirmed Cases
All,Australia,-34.6721,141.667383333333,2020-03-07,63,Confirmed Cases
All,Australia,-34.6721,141.667383333333,2020-03-08,76,Confirmed Cases
All,Australia,-34.6721,141.667383333333,2020-03-09,91,Confirmed Cases
All,Australia,-31.4994285714286,140.121414285714,2020-03-10,107,Confirmed Cases
All,Australia,-31.4994285714286,140.121414285714,2020-03-11,128,Confirmed Cases
All,Australia,-31.4994285714286,140.121414285714,2020-03-12,128,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-13,200,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-14,250,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-15,297,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-16,377,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-17,452,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-18,568,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-19,681,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-20,791,Confirmed Cases
All,Australia,-31.9961875,141.2327875,2020-03-21,1071,Confirmed Cases
All,Canada,51.2538,-85.3232,2020-01-26,1,Confirmed Cases
All,Canada,51.2538,-85.3232,2020-01-27,1,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-01-28,2,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-01-29,2,Confirmed Cases
