Subregion,Region,Lat,Long,Day,Count,What
All,Luxembourg,49.8153,6.1296,2020-03-10,5,Confirmed Cases
All,Monaco,43.7333,7.4167,2020-03-10,1,Confirmed Cases
All,Qatar,25.3548,51.1839,2020-03-10,24,Confirmed Cases
All,Ecuador,-1.8312,-78.1834,2020-03-10,15,Confirmed Cases
All,Azerbaijan,40.1431,47.5769,2020-03-10,11,Confirmed Cases
All,Armenia,40.0691,45.0382,2020-03-10,1,Confirmed Cases
All,Dominican Republic,18.7357,-70.1627,2020-03-10,5,Confirmed Cases
All,Indonesia,-0.7893,113.9213,2020-03-10,27,Confirmed Cases
All,Portugal,39.3999,-8.2245,2020-03-10,41,Confirmed Cases
All,Andorra,42.5063,1.5218,2020-03-10,1,Confirmed Cases
Tasmania,Australia,-41.4545,145.9707,2020-03-10,2,Confirmed Cases
All,Latvia,56.8796,24.6032,2020-03-10,8,Confirmed Cases
All,Morocco,31.7917,-7.0926,2020-03-10,3,Confirmed Cases
All,Saudi Arabia,24,45,2020-03-10,20,Confirmed Cases
All,Senegal,14.4974,-14.4524,2020-03-10,4,Confirmed Cases
All,Argentina,-38.4161,-63.6167,2020-03-10,17,Confirmed Cases
All,Chile,-35.6751,-71.543,2020-03-10,13,Confirmed Cases
All,Jordan,31.24,36.51,2020-03-10,1,Confirmed Cases
All,Ukraine,48.3794,31.1656,2020-03-10,1,Confirmed Cases
All,Hungary,47.1625,19.5033,2020-03-10,9,Confirmed Cases
Northern Territory,Australia,-12.4634,130.8456,2020-03-10,1,Confirmed Cases
All,Liechtenstein,47.14,9.55,2020-03-10,1,Confirmed Cases
All,Poland,51.9194,19.1451,2020-03-10,22,Confirmed Cases
All,Tunisia,34,9,2020-03-10,5,Confirmed Cases
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-10,5,Confirmed Cases
All,Slovenia,46.1512,14.9955,2020-03-10,31,Confirmed Cases
All,South Africa,-30.5595,22.9375,2020-03-10,7,Confirmed Cases
All,Bhutan,27.5142,90.4336,2020-03-10,1,Confirmed Cases
All,Cameroon,3.848,11.5021,2020-03-10,2,Confirmed Cases
All,Colombia,4.5709,-74.2973,2020-03-10,3,Confirmed Cases
All,Costa Rica,9.7489,-83.7534,2020-03-10,9,Confirmed Cases
All,Peru,-9.19,-75.0152,2020-03-10,11,Confirmed Cases
All,Serbia,44.0165,21.0059,2020-03-10,5,Confirmed Cases
All,Slovakia,48.669,19.699,2020-03-10,7,Confirmed Cases
All,Togo,8.6195,0.8248,2020-03-10,1,Confirmed Cases
All,Malta,35.9375,14.3754,2020-03-10,5,Confirmed Cases
All,Martinique,14.6415,-61.0242,2020-03-10,2,Confirmed Cases
All,Bulgaria,42.7339,25.4858,2020-03-10,4,Confirmed Cases
All,Maldives,3.2028,73.2207,2020-03-10,6,Confirmed Cases
All,Bangladesh,23.685,90.3563,2020-03-10,3,Confirmed Cases
All,Paraguay,-23.4425,-58.4438,2020-03-10,1,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-03-10,36,Confirmed Cases
Alberta,Canada,53.9333,-116.5765,2020-03-10,7,Confirmed Cases
Quebec,Canada,52.9399,-73.5491,2020-03-10,4,Confirmed Cases
All,Albania,41.1533,20.1683,2020-03-10,10,Confirmed Cases
All,Cyprus,35.1264,33.4299,2020-03-10,3,Confirmed Cases
All,Brunei,4.5353,114.7277,2020-03-10,1,Confirmed Cases
All,Burkina Faso,12.2383,-1.5616,2020-03-10,1,Confirmed Cases
All,Holy See,41.9029,12.4534,2020-03-10,1,Confirmed Cases
All,Mongolia,46.8625,103.8467,2020-03-10,1,Confirmed Cases
All,Panama,8.538,-80.7821,2020-03-10,1,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-03-10,67760,Confirmed Cases
All,Iran,32,53,2020-03-10,8042,Confirmed Cases
All,"Korea, South",36,128,2020-03-10,7513,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-03-10,1353,Confirmed Cases
Henan,China,33.882,113.614,2020-03-10,1272,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-03-10,1215,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-03-10,1018,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-03-10,990,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-03-10,935,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-03-10,758,Confirmed Cases
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-10,696,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-03-10,631,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-03-10,576,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-03-10,539,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-03-10,481,Confirmed Cases
Denmark,Denmark,56.2639,9.5018,2020-03-10,262,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-03-10,429,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-03-10,344,Confirmed Cases
Hebei,China,39.549,116.1306,2020-03-10,318,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-03-10,296,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-03-10,252,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-03-10,245,Confirmed Cases
Yunnan,China,24.974,101.487,2020-03-10,174,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-03-10,168,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-03-10,146,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-03-10,136,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-03-10,133,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-03-10,125,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-03-10,120,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-03-10,125,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-03-10,93,Confirmed Cases
All,Czechia,49.8175,15.473,2020-03-10,41,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-03-10,76,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-03-10,75,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-03-10,75,Confirmed Cases
All,Taiwan*,23.7,121,2020-03-10,47,Confirmed Cases
All,Vietnam,16,108,2020-03-10,31,Confirmed Cases
All,Russia,60,90,2020-03-10,20,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-03-10,18,Confirmed Cases
Macau,China,22.1667,113.55,2020-03-10,10,Confirmed Cases
All,Moldova,47.4116,28.3699,2020-03-10,3,Confirmed Cases
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-10,2,Confirmed Cases
Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-10,1,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-03-10,1,Confirmed Cases
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-10,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-10,382,Confirmed Cases
Netherlands,Netherlands,52.1326,5.2913,2020-03-10,382,Confirmed Cases
All,Thailand,15,101,2020-03-11,59,Confirmed Cases
All,Japan,36,138,2020-03-11,639,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-03-11,178,Confirmed Cases
All,Nepal,28.1667,84.25,2020-03-11,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-03-11,149,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-03-11,39,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-03-11,65,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-03-11,21,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-03-11,20,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-03-11,3,Confirmed Cases
All,Sri Lanka,7,81,2020-03-11,2,Confirmed Cases
All,Germany,51,9,2020-03-11,1908,Confirmed Cases
All,Finland,64,26,2020-03-11,59,Confirmed Cases
All,United Arab Emirates,24,54,2020-03-11,74,Confirmed Cases
All,Philippines,13,122,2020-03-11,49,Confirmed Cases
All,India,21,78,2020-03-11,62,Confirmed Cases
All,Sweden,63,16,2020-03-11,500,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-03-11,9,Confirmed Cases
All,Belgium,50.8333,4,2020-03-11,314,Confirmed Cases
All,Egypt,26,30,2020-03-11,60,Confirmed Cases
All,Lebanon,33.8547,35.8623,2020-03-11,61,Confirmed Cases
All,Iraq,33,44,2020-03-11,71,Confirmed Cases
All,Oman,21,57,2020-03-11,18,Confirmed Cases
All,Afghanistan,33,65,2020-03-11,7,Confirmed Cases
All,Bahrain,26.0275,50.55,2020-03-11,195,Confirmed Cases
All,Kuwait,29.5,47.75,2020-03-11,72,Confirmed Cases
All,Algeria,28.0339,1.6596,2020-03-11,20,Confirmed Cases
All,Croatia,45.1,15.2,2020-03-11,19,Confirmed Cases
All,Switzerland,46.8182,8.2275,2020-03-11,652,Confirmed Cases
All,Austria,47.5162,14.5501,2020-03-11,246,Confirmed Cases
All,Israel,31,35,2020-03-11,109,Confirmed Cases
All,Pakistan,30.3753,69.3451,2020-03-11,19,Confirmed Cases
All,Brazil,-14.235,-51.9253,2020-03-11,38,Confirmed Cases
All,Georgia,42.3154,43.3569,2020-03-11,24,Confirmed Cases
All,Greece,39.0742,21.8243,2020-03-11,99,Confirmed Cases
All,North Macedonia,41.6086,21.7453,2020-03-11,7,Confirmed Cases
All,Norway,60.472,8.4689,2020-03-11,598,Confirmed Cases
All,Romania,45.9432,24.9668,2020-03-11,45,Confirmed Cases
All,Estonia,58.5953,25.0136,2020-03-11,16,Confirmed Cases
All,San Marino,43.9424,12.4578,2020-03-11,62,Confirmed Cases
All,Belarus,53.7098,27.9534,2020-03-11,9,Confirmed Cases
All,Iceland,64.9631,-19.0208,2020-03-11,85,Confirmed Cases
All,Lithuania,55.1694,23.8813,2020-03-11,3,Confirmed Cases
All,Mexico,23.6345,-102.5528,2020-03-11,8,Confirmed Cases
All,New Zealand,-40.9006,174.886,2020-03-11,5,Confirmed Cases
All,Nigeria,9.082,8.6753,2020-03-11,2,Confirmed Cases
Western Australia,Australia,-31.9505,115.8605,2020-03-11,9,Confirmed Cases
All,Ireland,53.1424,-7.6921,2020-03-11,43,Confirmed Cases
All,Luxembourg,49.8153,6.1296,2020-03-11,7,Confirmed Cases
All,Monaco,43.7333,7.4167,2020-03-11,1,Confirmed Cases
All,Qatar,25.3548,51.1839,2020-03-11,262,Confirmed Cases
All,Ecuador,-1.8312,-78.1834,2020-03-11,17,Confirmed Cases
All,Azerbaijan,40.1431,47.5769,2020-03-11,11,Confirmed Cases
All,Armenia,40.0691,45.0382,2020-03-11,1,Confirmed Cases
All,Dominican Republic,18.7357,-70.1627,2020-03-11,5,Confirmed Cases
All,Indonesia,-0.7893,113.9213,2020-03-11,34,Confirmed Cases
All,Portugal,39.3999,-8.2245,2020-03-11,59,Confirmed Cases
All,Andorra,42.5063,1.5218,2020-03-11,1,Confirmed Cases
Tasmania,Australia,-41.4545,145.9707,2020-03-11,3,Confirmed Cases
All,Latvia,56.8796,24.6032,2020-03-11,10,Confirmed Cases
All,Morocco,31.7917,-7.0926,2020-03-11,5,Confirmed Cases
All,Saudi Arabia,24,45,2020-03-11,21,Confirmed Cases
All,Senegal,14.4974,-14.4524,2020-03-11,4,Confirmed Cases
All,Argentina,-38.4161,-63.6167,2020-03-11,19,Confirmed Cases
All,Chile,-35.6751,-71.543,2020-03-11,23,Confirmed Cases
All,Jordan,31.24,36.51,2020-03-11,1,Confirmed Cases
All,Ukraine,48.3794,31.1656,2020-03-11,1,Confirmed Cases
All,Hungary,47.1625,19.5033,2020-03-11,13,Confirmed Cases
Northern Territory,Australia,-12.4634,130.8456,2020-03-11,1,Confirmed Cases
All,Liechtenstein,47.14,9.55,2020-03-11,1,Confirmed Cases
All,Poland,51.9194,19.1451,2020-03-11,31,Confirmed Cases
All,Tunisia,34,9,2020-03-11,7,Confirmed Cases
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-11,7,Confirmed Cases
All,Slovenia,46.1512,14.9955,2020-03-11,57,Confirmed Cases
All,South Africa,-30.5595,22.9375,2020-03-11,13,Confirmed Cases
All,Bhutan,27.5142,90.4336,2020-03-11,1,Confirmed Cases
All,Cameroon,3.848,11.5021,2020-03-11,2,Confirmed Cases
All,Colombia,4.5709,-74.2973,2020-03-11,9,Confirmed Cases
All,Costa Rica,9.7489,-83.7534,2020-03-11,13,Confirmed Cases
All,Peru,-9.19,-75.0152,2020-03-11,11,Confirmed Cases
All,Serbia,44.0165,21.0059,2020-03-11,12,Confirmed Cases
All,Slovakia,48.669,19.699,2020-03-11,10,Confirmed Cases
All,Togo,8.6195,0.8248,2020-03-11,1,Confirmed Cases
All,Malta,35.9375,14.3754,2020-03-11,6,Confirmed Cases
All,Martinique,14.6415,-61.0242,2020-03-11,3,Confirmed Cases
All,Bulgaria,42.7339,25.4858,2020-03-11,7,Confirmed Cases
All,Maldives,3.2028,73.2207,2020-03-11,8,Confirmed Cases
All,Bangladesh,23.685,90.3563,2020-03-11,3,Confirmed Cases
All,Paraguay,-23.4425,-58.4438,2020-03-11,5,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-03-11,41,Confirmed Cases
Alberta,Canada,53.9333,-116.5765,2020-03-11,19,Confirmed Cases
Quebec,Canada,52.9399,-73.5491,2020-03-11,8,Confirmed Cases
All,Albania,41.1533,20.1683,2020-03-11,12,Confirmed Cases
All,Cyprus,35.1264,33.4299,2020-03-11,6,Confirmed Cases
All,Brunei,4.5353,114.7277,2020-03-11,11,Confirmed Cases
All,Burkina Faso,12.2383,-1.5616,2020-03-11,2,Confirmed Cases
All,Holy See,41.9029,12.4534,2020-03-11,1,Confirmed Cases
All,Mongolia,46.8625,103.8467,2020-03-11,1,Confirmed Cases
All,Panama,8.538,-80.7821,2020-03-11,8,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-03-11,67773,Confirmed Cases
All,Iran,32,53,2020-03-11,9000,Confirmed Cases
All,"Korea, South",36,128,2020-03-11,7755,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-03-11,1356,Confirmed Cases
Henan,China,33.882,113.614,2020-03-11,1273,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-03-11,1215,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-03-11,1018,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-03-11,990,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-03-11,935,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-03-11,760,Confirmed Cases
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-11,696,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-03-11,631,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-03-11,576,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-03-11,539,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-03-11,482,Confirmed Cases
Denmark,Denmark,56.2639,9.5018,2020-03-11,442,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-03-11,435,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-03-11,344,Confirmed Cases
Hebei,China,39.549,116.1306,2020-03-11,318,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-03-11,296,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-03-11,252,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-03-11,245,Confirmed Cases
Yunnan,China,24.974,101.487,2020-03-11,174,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-03-11,168,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-03-11,146,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-03-11,136,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-03-11,133,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-03-11,127,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-03-11,126,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-03-11,125,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-03-11,93,Confirmed Cases
All,Czechia,49.8175,15.473,2020-03-11,91,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-03-11,76,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-03-11,75,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-03-11,75,Confirmed Cases
All,Taiwan*,23.7,121,2020-03-11,48,Confirmed Cases
All,Vietnam,16,108,2020-03-11,38,Confirmed Cases
All,Russia,60,90,2020-03-11,20,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-03-11,18,Confirmed Cases
Macau,China,22.1667,113.55,2020-03-11,10,Confirmed Cases
All,Moldova,47.4116,28.3699,2020-03-11,3,Confirmed Cases
All,Bolivia,-16.2902,-63.5887,2020-03-11,2,Confirmed Cases
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-11,2,Confirmed Cases
All,Honduras,15.2,-86.2419,2020-03-11,2,Confirmed Cases
Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-11,2,Confirmed Cases
New Brunswick,Canada,46.5653,-66.4619,2020-03-11,1,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-03-11,1,Confirmed Cases
All,Congo (Kinshasa),-4.0383,21.7587,2020-03-11,1,Confirmed Cases
All,Cote d'Ivoire,7.54,-5.5471,2020-03-11,1,Confirmed Cases
All,Jamaica,18.1096,-77.2975,2020-03-11,1,Confirmed Cases
All,Turkey,38.9637,35.2433,2020-03-11,1,Confirmed Cases
Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-11,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-11,456,Confirmed Cases
Netherlands,Netherlands,52.1326,5.2913,2020-03-11,503,Confirmed Cases
All,Thailand,15,101,2020-03-12,70,Confirmed Cases
All,Japan,36,138,2020-03-12,639,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-03-12,178,Confirmed Cases
All,Nepal,28.1667,84.25,2020-03-12,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-03-12,149,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-03-12,46,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-03-12,65,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-03-12,21,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-03-12,20,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-03-12,3,Confirmed Cases
All,Sri Lanka,7,81,2020-03-12,2,Confirmed Cases
All,Germany,51,9,2020-03-12,2078,Confirmed Cases
All,Finland,64,26,2020-03-12,59,Confirmed Cases
All,United Arab Emirates,24,54,2020-03-12,85,Confirmed Cases
All,Philippines,13,122,2020-03-12,52,Confirmed Cases
All,India,21,78,2020-03-12,73,Confirmed Cases
All,Sweden,63,16,2020-03-12,599,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-03-12,9,Confirmed Cases
All,Belgium,50.8333,4,2020-03-12,314,Confirmed Cases
All,Egypt,26,30,2020-03-12,67,Confirmed Cases
All,Lebanon,33.8547,35.8623,2020-03-12,61,Confirmed Cases
All,Iraq,33,44,2020-03-12,71,Confirmed Cases
All,Oman,21,57,2020-03-12,18,Confirmed Cases
All,Afghanistan,33,65,2020-03-12,7,Confirmed Cases
All,Bahrain,26.0275,50.55,2020-03-12,195,Confirmed Cases
All,Kuwait,29.5,47.75,2020-03-12,80,Confirmed Cases
All,Algeria,28.0339,1.6596,2020-03-12,24,Confirmed Cases
All,Croatia,45.1,15.2,2020-03-12,19,Confirmed Cases
All,Switzerland,46.8182,8.2275,2020-03-12,652,Confirmed Cases
All,Austria,47.5162,14.5501,2020-03-12,302,Confirmed Cases
All,Israel,31,35,2020-03-12,131,Confirmed Cases
All,Pakistan,30.3753,69.3451,2020-03-12,20,Confirmed Cases
All,Brazil,-14.235,-51.9253,2020-03-12,52,Confirmed Cases
All,Georgia,42.3154,43.3569,2020-03-12,24,Confirmed Cases
All,Greece,39.0742,21.8243,2020-03-12,99,Confirmed Cases
All,North Macedonia,41.6086,21.7453,2020-03-12,7,Confirmed Cases
All,Norway,60.472,8.4689,2020-03-12,702,Confirmed Cases
All,Romania,45.9432,24.9668,2020-03-12,49,Confirmed Cases
All,Estonia,58.5953,25.0136,2020-03-12,16,Confirmed Cases
All,San Marino,43.9424,12.4578,2020-03-12,69,Confirmed Cases
All,Belarus,53.7098,27.9534,2020-03-12,12,Confirmed Cases
All,Iceland,64.9631,-19.0208,2020-03-12,103,Confirmed Cases
All,Lithuania,55.1694,23.8813,2020-03-12,3,Confirmed Cases
All,Mexico,23.6345,-102.5528,2020-03-12,12,Confirmed Cases
All,New Zealand,-40.9006,174.886,2020-03-12,5,Confirmed Cases
All,Nigeria,9.082,8.6753,2020-03-12,2,Confirmed Cases
Western Australia,Australia,-31.9505,115.8605,2020-03-12,9,Confirmed Cases
All,Ireland,53.1424,-7.6921,2020-03-12,43,Confirmed Cases
All,Luxembourg,49.8153,6.1296,2020-03-12,19,Confirmed Cases
All,Monaco,43.7333,7.4167,2020-03-12,2,Confirmed Cases
All,Qatar,25.3548,51.1839,2020-03-12,262,Confirmed Cases
All,Ecuador,-1.8312,-78.1834,2020-03-12,17,Confirmed Cases
All,Azerbaijan,40.1431,47.5769,2020-03-12,11,Confirmed Cases
All,Armenia,40.0691,45.0382,2020-03-12,4,Confirmed Cases
All,Dominican Republic,18.7357,-70.1627,2020-03-12,5,Confirmed Cases
All,Indonesia,-0.7893,113.9213,2020-03-12,34,Confirmed Cases
All,Portugal,39.3999,-8.2245,2020-03-12,59,Confirmed Cases
All,Andorra,42.5063,1.5218,2020-03-12,1,Confirmed Cases
Tasmania,Australia,-41.4545,145.9707,2020-03-12,3,Confirmed Cases
All,Latvia,56.8796,24.6032,2020-03-12,10,Confirmed Cases
All,Morocco,31.7917,-7.0926,2020-03-12,6,Confirmed Cases
All,Saudi Arabia,24,45,2020-03-12,45,Confirmed Cases
All,Senegal,14.4974,-14.4524,2020-03-12,4,Confirmed Cases
All,Argentina,-38.4161,-63.6167,2020-03-12,19,Confirmed Cases
All,Chile,-35.6751,-71.543,2020-03-12,23,Confirmed Cases
All,Jordan,31.24,36.51,2020-03-12,1,Confirmed Cases
All,Ukraine,48.3794,31.1656,2020-03-12,1,Confirmed Cases
All,Hungary,47.1625,19.5033,2020-03-12,13,Confirmed Cases
Northern Territory,Australia,-12.4634,130.8456,2020-03-12,1,Confirmed Cases
All,Liechtenstein,47.14,9.55,2020-03-12,1,Confirmed Cases
All,Poland,51.9194,19.1451,2020-03-12,49,Confirmed Cases
All,Tunisia,34,9,2020-03-12,7,Confirmed Cases
All,Bosnia and Herzegovina,43.9159,17.6791,2020-03-12,11,Confirmed Cases
All,Slovenia,46.1512,14.9955,2020-03-12,89,Confirmed Cases
All,South Africa,-30.5595,22.9375,2020-03-12,17,Confirmed Cases
All,Bhutan,27.5142,90.4336,2020-03-12,1,Confirmed Cases
All,Cameroon,3.848,11.5021,2020-03-12,2,Confirmed Cases
All,Colombia,4.5709,-74.2973,2020-03-12,9,Confirmed Cases
All,Costa Rica,9.7489,-83.7534,2020-03-12,22,Confirmed Cases
All,Peru,-9.19,-75.0152,2020-03-12,15,Confirmed Cases
All,Serbia,44.0165,21.0059,2020-03-12,19,Confirmed Cases
All,Slovakia,48.669,19.699,2020-03-12,16,Confirmed Cases
All,Togo,8.6195,0.8248,2020-03-12,1,Confirmed Cases
All,Malta,35.9375,14.3754,2020-03-12,6,Confirmed Cases
All,Martinique,14.6415,-61.0242,2020-03-12,3,Confirmed Cases
All,Bulgaria,42.7339,25.4858,2020-03-12,7,Confirmed Cases
All,Maldives,3.2028,73.2207,2020-03-12,8,Confirmed Cases
All,Bangladesh,23.685,90.3563,2020-03-12,3,Confirmed Cases
All,Paraguay,-23.4425,-58.4438,2020-03-12,5,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-03-12,42,Confirmed Cases
Alberta,Canada,53.9333,-116.5765,2020-03-12,19,Confirmed Cases
Quebec,Canada,52.9399,-73.5491,2020-03-12,9,Confirmed Cases
All,Albania,41.1533,20.1683,2020-03-12,23,Confirmed Cases
All,Cyprus,35.1264,33.4299,2020-03-12,6,Confirmed Cases
All,Brunei,4.5353,114.7277,2020-03-12,11,Confirmed Cases
All,Burkina Faso,12.2383,-1.5616,2020-03-12,2,Confirmed Cases
All,Holy See,41.9029,12.4534,2020-03-12,1,Confirmed Cases
All,Mongolia,46.8625,103.8467,2020-03-12,1,Confirmed Cases
All,Panama,8.538,-80.7821,2020-03-12,11,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-03-12,67781,Confirmed Cases
All,Iran,32,53,2020-03-12,10075,Confirmed Cases
All,"Korea, South",36,128,2020-03-12,7869,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-03-12,1356,Confirmed Cases
Henan,China,33.882,113.614,2020-03-12,1273,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-03-12,1215,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-03-12,1018,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-03-12,990,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-03-12,935,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-03-12,760,Confirmed Cases
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-12,696,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-03-12,631,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-03-12,576,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-03-12,539,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-03-12,482,Confirmed Cases
Denmark,Denmark,56.2639,9.5018,2020-03-12,615,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-03-12,435,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-03-12,344,Confirmed Cases
